Case number,AER form,Received date,Reporter,Country,Gender,Species,Breed,Drug,Reaction,Animals affected,Animals treated,Animals died
AUS-ZOETISPV-2024-AU-01955,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000488869&_xt=AER&_xf=pdf""> AER </a>",2025-01-07 00:00:00,Veterinarian,Australia,FEMALE,Dog,"Dog (unknown), Irish Wolfhound","Anarthron 100 mg/ml Solution for Injection, Cartrophen Vet 100 mg/ml Solution for Injection., Cartrophen Vet. 100 mg/ml injektionsvæske, opløsning, Cartrophen vet, Cartrophen vet. 100 mg/ml Injektionsvätska, lösning, Cartrophen vet. 100 mg/ml injektioneste, liuos, Galliprant 100 mg - Tablet, Galliprant 20 mg - Tablet, Galliprant 60 mg - Tablet, Librela 10 mg - Solution for injection, Librela 15 mg - Solution for injection, Librela 20 mg - Solution for injection, Librela 30 mg - Solution for injection, Librela 5 mg - Solution for injection, Prevomax 10 mg/ml - Solution for injection","Abnormal posture, Abnormal radiograph finding, Anxiety, Ataxia, Behavioural disorder NOS, Cognitive disorder NOS, Collapse of leg, Cough, Deafness, Depression, Emesis, Fear/fearful, Flatulence, Halitosis, Hypersalivation, Inappetence, Increased skin sensitivity, Lameness, Pain NOS, Panting, Polydipsia, Quiet, Retching, Shivering, Trembling, Vocalisation, Weakness",1,1,
AUS-ZOETISPV-2024-AU-01985,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000491174&_xt=AER&_xf=pdf""> AER </a>",2025-01-13 00:00:00,Veterinarian,Australia,MALE,Dog,Terrier - Bull - Staffordshire,"Librela 10 mg - Solution for injection, Librela 15 mg - Solution for injection, Librela 20 mg - Solution for injection, Librela 30 mg - Solution for injection, Librela 5 mg - Solution for injection","Aggression, Partial lack of efficacy, Polyphagia",1,1,
AUS-ZOETISPV-2024-AU-02051,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000492210&_xt=AER&_xf=pdf""> AER </a>",2025-01-15 00:00:00,Veterinarian,Australia,FEMALE,Dog,Beagle,"Cerenia 60 mg - Tablet, Librela 10 mg - Solution for injection, Librela 15 mg - Solution for injection, Librela 20 mg - Solution for injection, Librela 30 mg - Solution for injection, Librela 5 mg - Solution for injection","Emesis (multiple), Lethargy (see also Central nervous system depression in Neurological)",1,1,
AUS-ZOETISPV-2024-AU-02107,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000490185&_xt=AER&_xf=pdf""> AER </a>",2025-01-09 00:00:00,Veterinarian,Australia,UNKNOWN,Dog,Dog (unknown),"Librela 10 mg - Solution for injection, Librela 15 mg - Solution for injection, Librela 20 mg - Solution for injection, Librela 30 mg - Solution for injection, Librela 5 mg - Solution for injection",Flaking skin,1,1,
AUS-ZOETISPV-2024-AU-02282,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000492678&_xt=AER&_xf=pdf""> AER </a>",2025-01-16 00:00:00,Veterinarian,Australia,FEMALE,Dog,Terrier - Bull - American Pit,"Apoquel 16 mg - Chewable tablet, Apoquel 16 mg - Film-coated tablet, Apoquel 3.6 mg - Chewable tablet, Apoquel 3.6 mg - Film-coated tablet, Apoquel 5.4 mg - Chewable tablet, Apoquel 5.4 mg - Film-coated tablet, Librela 10 mg - Solution for injection, Librela 15 mg - Solution for injection, Librela 20 mg - Solution for injection, Librela 30 mg - Solution for injection, Librela 5 mg - Solution for injection","Abnormal menace reflex test, Abnormal tail posture, Adipsia, Alkalosis, Anorexia, Circling - neurological disorder (see also Behavioural disorders), Cognitive disorder NOS, Confusion, Death by euthanasia, Diarrhoea, Elevated aspartate aminotransferase (AST), Elevated blood urea nitrogen (BUN), Elevated serum alkaline phosphatase (ALP), Falling, Gut sounds increased, Haematochezia, Head pressing, Hiding, Hypersalivation, Hypocalcaemia, Hypochloraemia, Impaired hearing, Impaired vision, Laboured breathing, Lethargy (see also Central nervous system depression in Neurological), Lip smacking, Pacing, Proprioception deficit, Restlessness, Seborrhoea, Sleepiness - neurological disorder, Staring, Trembling, Urinary incontinence, Vomiting",1,1,1
AUS-ZOETISPV-2024-AU-02309,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000499123&_xt=AER&_xf=pdf""> AER </a>",2025-01-31 00:00:00,Veterinarian,Australia,FEMALE,Dog,Shepherd Dog - Australian,"Librela 10 mg - Solution for injection, Librela 15 mg - Solution for injection, Librela 20 mg - Solution for injection, Librela 30 mg - Solution for injection, Librela 5 mg - Solution for injection","Abnormal echocardiogram, Abnormal ultrasound finding, Agitation, Alkaline urine, Blood in urine, Cardiac insufficiency, Depression, Diarrhoea, Discomfort NOS, Elevated blood urea nitrogen (BUN), Erythema (for urticaria see Immune SOC), Excessive ear wax, Genital tract licking, Increased drinking, Joint pain, Less social, Loss of strength, Lumbar pain, Lymphopenia, Malodour, Muscle wasting, Proteinuria, Pruritus, Pyuria, Scratching, Skin irritation, Tremor of limb, Urinary tract infection, Vulvovaginitis",1,1,
AUS-ZOETISPV-2024-AU-02344,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000498108&_xt=AER&_xf=pdf""> AER </a>",2025-01-29 00:00:00,Veterinarian,Australia,UNKNOWN,Dog,Dog (other),"Librela 10 mg - Solution for injection, Librela 15 mg - Solution for injection, Librela 20 mg - Solution for injection, Librela 30 mg - Solution for injection, Librela 5 mg - Solution for injection",Diarrhoea,1,1,
AUS-ZOETISPV-2024-AU-02394,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000492688&_xt=AER&_xf=pdf""> AER </a>",2025-01-16 00:00:00,Veterinarian,Australia,MALE,Dog,Greyhound,"Librela 10 mg - Solution for injection, Librela 15 mg - Solution for injection, Librela 20 mg - Solution for injection, Librela 30 mg - Solution for injection, Librela 5 mg - Solution for injection",Lack of efficacy - NOS,1,1,
AUS-ZOETISPV-2024-AU-02399,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000492213&_xt=AER&_xf=pdf""> AER </a>",2025-01-15 00:00:00,Veterinarian,Australia,FEMALE,Dog,Retriever - Golden,"Librela 10 mg - Solution for injection, Librela 15 mg - Solution for injection, Librela 20 mg - Solution for injection, Librela 30 mg - Solution for injection, Librela 5 mg - Solution for injection","Abnormal histology NOS, Abnormal radiograph finding, Arthritis, Bone and joint disorder NOS, Dermatitis, Gait abnormality, Joint cartilage disorder NOS, Joint effusion, Lameness, Ligament rupture, Musculoskeletal disorder NOS, Otitis externa, Synovial fluid, abnormal NOS",1,1,
AUS-ZOETISPV-2024-AU-02418,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000490170&_xt=AER&_xf=pdf""> AER </a>",2025-01-09 00:00:00,Other,Australia,MALE,Dog,"Cattle Dog - Australian (blue heeler, red heeler, Queensland cattledog), Dog (unknown)","Librela 10 mg - Solution for injection, Librela 15 mg - Solution for injection, Librela 20 mg - Solution for injection, Librela 30 mg - Solution for injection, Librela 5 mg - Solution for injection","Abnormal radiograph finding, Abnormal ultrasound finding, Azotaemia, Cardiac disorder NOS, Cough, Deafness, Exercise intolerance, Heart failure, Heart murmur, Laryngeal paralysis, Limb weakness, Polydipsia, Stridor (Upper respiratory; for lower respiratory see also Bronchial rale), Tachypnoea, Urinary incontinence",1,1,
AUS-ZOETISPV-2024-AU-02434,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000490546&_xt=AER&_xf=pdf""> AER </a>",2025-01-10 00:00:00,Veterinarian,Australia,MALE,Dog,"Poodle (unspecified), Retriever - Labrador","Cytopoint 30 mg/ml - Solution for injection, Librela 10 mg - Solution for injection, Librela 15 mg - Solution for injection, Librela 20 mg - Solution for injection, Librela 30 mg - Solution for injection, Librela 5 mg - Solution for injection, Malaseb shampoo for dogs and cats","Abnormal radiograph finding, Lameness, Systemic fungal infection",1,1,
AUS-ZOETISPV-2024-AU-02439,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000494920&_xt=AER&_xf=pdf""> AER </a>",2025-01-22 00:00:00,Veterinarian,Australia,MALE,Dog,Australian Kelpie,"Librela 10 mg - Solution for injection, Librela 15 mg - Solution for injection, Librela 20 mg - Solution for injection, Librela 30 mg - Solution for injection, Librela 5 mg - Solution for injection","Decreased appetite, Decreased urine concentration, Discoloured urine, Elevated alanine aminotransferase (ALT), Elevated cholesterol (total), Elevated serum alkaline phosphatase (ALP), Lethargy (see also Central nervous system depression in Neurological), Lymphopenia, Polydipsia, Polyuria, Urinary incontinence, Vomiting",1,1,
AUS-ZOETISPV-2024-AU-02445,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000490163&_xt=AER&_xf=pdf""> AER </a>",2025-01-09 00:00:00,Veterinarian,Australia,MALE,Dog,Terrier - Bull - Staffordshire,"Librela 10 mg - Solution for injection, Librela 15 mg - Solution for injection, Librela 20 mg - Solution for injection, Librela 30 mg - Solution for injection, Librela 5 mg - Solution for injection","Ataxia, Injection site pain, Musculoskeletal pain",1,1,
AUS-ZOETISPV-2024-AU-02480,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000492669&_xt=AER&_xf=pdf""> AER </a>",2025-01-16 00:00:00,Animal owner,Australia,MALE,Dog,Alaskan Malamute,"Librela 10 mg - Solution for injection, Librela 15 mg - Solution for injection, Librela 20 mg - Solution for injection, Librela 30 mg - Solution for injection, Librela 5 mg - Solution for injection","Abnormal posture NOS, Abnormal radiograph finding, Abnormal tail posture, Anaemia NOS, Cough, Death, Diarrhoea, Elevated liver enzymes NOS, Elevated renal parameters, Musculoskeletal pain, Partial lack of efficacy",1,1,1
AUS-ZOETISPV-2024-AU-02497,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000490156&_xt=AER&_xf=pdf""> AER </a>",2025-01-09 00:00:00,Veterinarian,Australia,UNKNOWN,Dog,Dog (unknown),"Librela 10 mg - Solution for injection, Librela 15 mg - Solution for injection, Librela 20 mg - Solution for injection, Librela 30 mg - Solution for injection, Librela 5 mg - Solution for injection",Delayed healing,2,2,
AUS-ZOETISPV-2024-AU-02506,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000489521&_xt=AER&_xf=pdf""> AER </a>",2025-01-08 00:00:00,Veterinarian,Australia,FEMALE,Dog,"Beagle, Spaniel - King Charles Cavalier","Librela 10 mg - Solution for injection, Librela 15 mg - Solution for injection, Librela 20 mg - Solution for injection, Librela 30 mg - Solution for injection, Librela 5 mg - Solution for injection","Azotaemia, Chronic renal failure, Hypertension, Hyposthenuria, Oral ulceration",1,1,
AUS-ZOETISPV-2024-AU-02512,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000490164&_xt=AER&_xf=pdf""> AER </a>",2025-01-09 00:00:00,Veterinarian,Australia,MALE,Dog,Boxer (German Boxer),"Cartrophen vet. 100 mg/ml Injektionsvätska, lösning, Librela 10 mg - Solution for injection, Librela 15 mg - Solution for injection, Librela 20 mg - Solution for injection, Librela 30 mg - Solution for injection, Librela 5 mg - Solution for injection","Diabetes insipidus, Elevated alanine aminotransferase (ALT), Elevated aspartate aminotransferase (AST), Elevated protein:creatinine ratio, Gait abnormality, Haemoconcentration, Hypernatremia, Hyposthenuria, Isosthenuria, Lethargy (see also Central nervous system depression in Neurological), Polydipsia, Polyuria, Poor coat condition, Proteinuria, Weight loss",1,1,
